"Name","Live Bytes","Live Objects"
"org.thymeleaf.spring5.processor.SpringOptionFieldTagProcessor","80 B (0 %)","1 (0 %)"
"org.thymeleaf.spring5.processor.SpringInputCheckboxFieldTagProcessor","80 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.databind.util.RootNameLookup","80 B (0 %)","5 (0 %)"
"org.springframework.context.i18n.SimpleLocaleContext","80 B (0 %)","5 (0 %)"
"org.springframework.core.annotation.AnnotationTypeMappings$$Lambda$114.0x0000000800c1a798","80 B (0 %)","5 (0 %)"
"sun.util.locale.provider.JRELocaleProviderAdapter","80 B (0 %)","1 (0 %)"
"org.springframework.context.annotation.FilterType[]","80 B (0 %)","2 (0 %)"
"java.io.BufferedWriter","80 B (0 %)","2 (0 %)"
"org.thymeleaf.standard.processor.StandardSubstituteByTagProcessor","80 B (0 %)","2 (0 %)"
"org.springframework.cglib.proxy.Enhancer$EnhancerKey$$KeyFactoryByCGLIB$$4ce19e8f","80 B (0 %)","2 (0 %)"
"org.springframework.beans.factory.config.ConstructorArgumentValues$ValueHolder","80 B (0 %)","2 (0 %)"
"org.attoparser.HtmlHeadCDATAContentElement","80 B (0 %)","2 (0 %)"
"org.thymeleaf.spring5.processor.SpringInputFileFieldTagProcessor","80 B (0 %)","1 (0 %)"
"java.util.regex.Pattern$CharPredicate$$Lambda$197.0x0000000800c6c770","80 B (0 %)","5 (0 %)"
"org.thymeleaf.spring5.processor.SpringInputPasswordFieldTagProcessor","80 B (0 %)","1 (0 %)"
"org.apache.tomcat.util.buf.EncodedSolidusHandling","72 B (0 %)","3 (0 %)"
"org.springframework.boot.autoconfigure.web.ErrorProperties$IncludeAttribute","72 B (0 %)","3 (0 %)"
"org.springframework.boot.jackson.JsonComponentModule","72 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$EnableWebMvcConfiguration","72 B (0 %)","1 (0 %)"
"java.util.concurrent.ConcurrentSkipListMap$Node","72 B (0 %)","3 (0 %)"
"org.apache.tomcat.util.http.parser.HttpParser","72 B (0 %)","3 (0 %)"
"org.apache.coyote.AsyncStateMachine$AsyncState[]","72 B (0 %)","1 (0 %)"
"java.io.OutputStreamWriter","72 B (0 %)","3 (0 %)"
"org.apache.catalina.authenticator.AuthenticatorBase$AllowCorsPreflight","72 B (0 %)","3 (0 %)"
"java.lang.annotation.RetentionPolicy","72 B (0 %)","3 (0 %)"
"java.lang.invoke.BoundMethodHandle$Species_LLLLLLLLLLL","72 B (0 %)","1 (0 %)"
"org.thymeleaf.templateparser.text.TextParser$BufferPool","72 B (0 %)","3 (0 %)"
"javax.servlet.SessionTrackingMode","72 B (0 %)","3 (0 %)"
"java.util.stream.Collector$Characteristics","72 B (0 %)","3 (0 %)"
"org.apache.tomcat.util.log.UserDataHelper$Mode","72 B (0 %)","3 (0 %)"
"com.fasterxml.jackson.databind.ser.impl.PropertySerializerMap$TypeAndSerializer","72 B (0 %)","3 (0 %)"
"javax.management.openmbean.SimpleType[]","72 B (0 %)","1 (0 %)"
"java.net.Proxy$Type","72 B (0 %)","3 (0 %)"
"java.time.format.ResolverStyle","72 B (0 %)","3 (0 %)"
"java.lang.WeakPairMap","72 B (0 %)","3 (0 %)"
"org.apache.tomcat.util.net.SocketBufferHandler","72 B (0 %)","3 (0 %)"
"org.springframework.beans.factory.config.EmbeddedValueResolver","72 B (0 %)","3 (0 %)"
"org.thymeleaf.templateparser.text.TextParser","72 B (0 %)","3 (0 %)"
"com.fasterxml.jackson.core.util.InternCache","72 B (0 %)","1 (0 %)"
"org.springframework.boot.Banner$Mode","72 B (0 %)","3 (0 %)"
"org.springframework.context.annotation.AnnotationScopeMetadataResolver","72 B (0 %)","3 (0 %)"
"java.time.ZoneOffset","72 B (0 %)","3 (0 %)"
"org.springframework.boot.autoconfigure.web.ServerProperties","72 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.core.JsonToken[]","72 B (0 %)","1 (0 %)"
"org.springframework.boot.WebApplicationType","72 B (0 %)","3 (0 %)"
"ch.qos.logback.core.spi.FilterReply","72 B (0 %)","3 (0 %)"
"org.springframework.context.annotation.ClassPathBeanDefinitionScanner","72 B (0 %)","1 (0 %)"
"org.apache.tomcat.util.http.parser.SkipResult","72 B (0 %)","3 (0 %)"
"org.springframework.web.servlet.mvc.method.annotation.RequestAttributeMethodArgumentResolver","72 B (0 %)","3 (0 %)"
"org.springframework.jmx.support.RegistrationPolicy","72 B (0 %)","3 (0 %)"
"org.springframework.format.datetime.standard.DateTimeFormatterRegistrar$Type","72 B (0 %)","3 (0 %)"
"org.attoparser.HtmlVoidHeadElement","72 B (0 %)","3 (0 %)"
"org.attoparser.config.ParseConfiguration$PrologPresence","72 B (0 %)","3 (0 %)"
"com.fasterxml.jackson.databind.util.AccessPattern","72 B (0 %)","3 (0 %)"
"org.apache.xml.utils.DefaultErrorHandler","72 B (0 %)","3 (0 %)"
"java.security.DrbgParameters$Capability","72 B (0 %)","3 (0 %)"
"org.springframework.beans.factory.annotation.Autowire","72 B (0 %)","3 (0 %)"
"sun.security.provider.DRBG","72 B (0 %)","3 (0 %)"
"org.springframework.boot.autoconfigure.condition.SearchStrategy","72 B (0 %)","3 (0 %)"
"ch.qos.logback.core.subst.Tokenizer$TokenizerState","72 B (0 %)","3 (0 %)"
"sun.management.ManagementFactoryHelper$1","72 B (0 %)","3 (0 %)"
"org.attoparser.config.ParseConfiguration$UniqueRootElementPresence","72 B (0 %)","3 (0 %)"
"org.springframework.boot.autoconfigure.condition.ConditionalOnWebApplication$Type","72 B (0 %)","3 (0 %)"
"java.lang.StringCoding$Result","72 B (0 %)","3 (0 %)"
"org.thymeleaf.cache.StandardCacheManager","72 B (0 %)","1 (0 %)"
"org.springframework.boot.context.properties.source.ConfigurationPropertyName$Form","72 B (0 %)","3 (0 %)"
"java.rmi.dgc.VMID","72 B (0 %)","3 (0 %)"
"org.springframework.web.servlet.mvc.method.annotation.SessionAttributeMethodArgumentResolver","72 B (0 %)","3 (0 %)"
"org.springframework.expression.spel.SpelCompilerMode","72 B (0 %)","3 (0 %)"
"com.fasterxml.jackson.databind.ser.std.NumberSerializer","72 B (0 %)","3 (0 %)"
"org.springframework.core.annotation.PackagesAnnotationFilter","72 B (0 %)","3 (0 %)"
"java.util.stream.MatchOps$MatchKind","72 B (0 %)","3 (0 %)"
"jdk.internal.math.FloatingDecimal$ExceptionalBinaryToASCIIBuffer","72 B (0 %)","3 (0 %)"
"java.io.ObjectInputFilter$Status","72 B (0 %)","3 (0 %)"
"org.springframework.http.converter.ResourceRegionHttpMessageConverter","72 B (0 %)","3 (0 %)"
"org.apache.tomcat.util.net.SendfileState","72 B (0 %)","3 (0 %)"
"org.thymeleaf.spring5.view.ThymeleafView","72 B (0 %)","1 (0 %)"
"org.apache.coyote.http11.Http11InputBuffer$HeaderParseStatus","72 B (0 %)","3 (0 %)"
"ch.qos.logback.core.pattern.FormatInfo","72 B (0 %)","3 (0 %)"
"org.springframework.web.servlet.mvc.condition.ProducesRequestCondition","72 B (0 %)","3 (0 %)"
"org.springframework.boot.context.properties.bind.BindConverter$ResolvableTypeDescriptor","72 B (0 %)","3 (0 %)"
"com.fasterxml.jackson.module.paramnames.ParameterNamesModule","72 B (0 %)","1 (0 %)"
"jdk.internal.module.IllegalAccessLogger$Mode","72 B (0 %)","3 (0 %)"
"java.util.regex.Pattern$BmpCharPredicate$$Lambda$129.0x0000000800c22260","72 B (0 %)","3 (0 %)"
"org.springframework.boot.context.properties.source.ConfigurationPropertyState","72 B (0 %)","3 (0 %)"
"org.springframework.boot.ansi.AnsiOutput$Enabled","72 B (0 %)","3 (0 %)"
"org.springframework.http.converter.ByteArrayHttpMessageConverter","72 B (0 %)","3 (0 %)"
"java.lang.StackWalker$Option","72 B (0 %)","3 (0 %)"
"org.springframework.core.convert.support.GenericConversionService$Converters","72 B (0 %)","3 (0 %)"
"java.util.regex.Pattern$CharProperty","72 B (0 %)","3 (0 %)"
"org.thymeleaf.model.AttributeValueQuotes","72 B (0 %)","3 (0 %)"
"org.apache.coyote.ContinueResponseTiming","72 B (0 %)","3 (0 %)"
"org.springframework.boot.availability.AvailabilityChangeEvent","64 B (0 %)","2 (0 %)"
"org.apache.catalina.core.ApplicationFilterChain","64 B (0 %)","2 (0 %)"
"org.springframework.util.ConcurrentReferenceHashMap$TaskOption[]","64 B (0 %)","2 (0 %)"
"com.fasterxml.jackson.datatype.jdk8.Jdk8TypeModifier","64 B (0 %)","4 (0 %)"
"java.nio.charset.CoderResult[]","64 B (0 %)","2 (0 %)"
"org.springframework.boot.autoconfigure.template.TemplateAvailabilityProviders$1","64 B (0 %)","1 (0 %)"
"org.thymeleaf.util.ProcessorConfigurationUtils$CDATASectionProcessorWrapper","64 B (0 %)","2 (0 %)"
"com.fasterxml.jackson.databind.ser.std.NumberSerializers$IntegerSerializer","64 B (0 %)","2 (0 %)"
"org.apache.tomcat.util.buf.UEncoder","64 B (0 %)","2 (0 %)"
"ch.qos.logback.core.util.CachingDateFormatter","64 B (0 %)","2 (0 %)"
"org.springframework.boot.autoconfigure.web.ServerProperties$Tomcat$Accesslog","64 B (0 %)","1 (0 %)"
"org.springframework.web.accept.HeaderContentNegotiationStrategy","64 B (0 %)","4 (0 %)"
"org.apache.catalina.core.ApplicationContext","64 B (0 %)","1 (0 %)"
"org.springframework.context.annotation.CommonAnnotationBeanPostProcessor","64 B (0 %)","1 (0 %)"
"java.util.concurrent.locks.AbstractQueuedSynchronizer$ExclusiveNode","64 B (0 %)","2 (0 %)"
"ch.qos.logback.core.ConsoleAppender","64 B (0 %)","1 (0 %)"
"org.springframework.beans.propertyeditors.CharacterEditor","64 B (0 %)","2 (0 %)"
"org.springframework.boot.convert.CollectionToDelimitedStringConverter","64 B (0 %)","4 (0 %)"
"java.time.temporal.IsoFields$Unit","64 B (0 %)","2 (0 %)"
"org.springframework.boot.ansi.AnsiOutput$Enabled[]","64 B (0 %)","2 (0 %)"
"sun.reflect.generics.repository.ConstructorRepository","64 B (0 %)","2 (0 %)"
"org.apache.tomcat.util.collections.SynchronizedQueue","64 B (0 %)","2 (0 %)"
"java.lang.ref.ReferenceQueue$Null","64 B (0 %)","2 (0 %)"
"org.apache.tomcat.util.buf.B2CConverter","64 B (0 %)","2 (0 %)"
"org.springframework.format.datetime.DateFormatterRegistrar$LongToCalendarConverter","64 B (0 %)","4 (0 %)"
"org.apache.coyote.http11.filters.IdentityOutputFilter","64 B (0 %)","2 (0 %)"
"org.springframework.boot.autoconfigure.condition.SearchStrategy[]","64 B (0 %)","2 (0 %)"
"sun.rmi.transport.tcp.TCPTransport","64 B (0 %)","2 (0 %)"
"org.apache.tomcat.util.http.ServerCookie[]","64 B (0 %)","2 (0 %)"
"org.apache.coyote.http11.Http11InputBuffer$HeaderParseData","64 B (0 %)","2 (0 %)"
"org.springframework.core.convert.support.CollectionToArrayConverter","64 B (0 %)","4 (0 %)"
"java.lang.StackWalker$Option[]","64 B (0 %)","2 (0 %)"
"org.springframework.boot.autoconfigure.condition.ConditionalOnWebApplication$Type[]","64 B (0 %)","2 (0 %)"
"java.io.FileOutputStream","64 B (0 %)","2 (0 %)"
"ch.qos.logback.core.joran.spi.ConsoleTarget","64 B (0 %)","2 (0 %)"
"org.springframework.http.converter.support.AllEncompassingFormHttpMessageConverter","64 B (0 %)","2 (0 %)"
"ch.qos.logback.classic.PatternLayout","64 B (0 %)","1 (0 %)"
"org.thymeleaf.standard.processor.StandardFragmentTagProcessor","64 B (0 %)","2 (0 %)"
"org.apache.catalina.loader.WebappLoader","64 B (0 %)","1 (0 %)"
"java.lang.StringBuffer","64 B (0 %)","2 (0 %)"
"org.attoparser.HtmlAutoOpenCloseElement","64 B (0 %)","2 (0 %)"
"org.apache.coyote.http11.filters.BufferedInputFilter","64 B (0 %)","2 (0 %)"
"java.lang.invoke.VarHandleBooleans$FieldInstanceReadWrite","64 B (0 %)","2 (0 %)"
"org.springframework.beans.factory.config.DependencyDescriptor","64 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.databind.ser.std.NumberSerializers$LongSerializer","64 B (0 %)","2 (0 %)"
"org.springframework.format.datetime.DateFormatterRegistrar$DateToLongConverter","64 B (0 %)","4 (0 %)"
"org.springframework.format.datetime.DateFormatterRegistrar$CalendarToLongConverter","64 B (0 %)","4 (0 %)"
"ch.qos.logback.core.util.COWArrayList","64 B (0 %)","2 (0 %)"
"javax.management.remote.rmi.RMIJRMPServerImpl","64 B (0 %)","1 (0 %)"
"java.util.concurrent.ConcurrentHashMap$ForwardingNode","64 B (0 %)","2 (0 %)"
"sun.rmi.transport.DGCImpl$LeaseInfo","64 B (0 %)","2 (0 %)"
"sun.nio.fs.NativeBuffer[]","64 B (0 %)","2 (0 %)"
"org.springframework.core.convert.support.CollectionToStringConverter","64 B (0 %)","4 (0 %)"
"java.lang.StackWalker","64 B (0 %)","2 (0 %)"
"jdk.internal.reflect.UnsafeStaticObjectFieldAccessorImpl","64 B (0 %)","2 (0 %)"
"java.lang.annotation.RetentionPolicy[]","64 B (0 %)","2 (0 %)"
"javax.servlet.SessionTrackingMode[]","64 B (0 %)","2 (0 %)"
"jdk.internal.reflect.UnsafeObjectFieldAccessorImpl","64 B (0 %)","2 (0 %)"
"org.springframework.format.datetime.DateFormatterRegistrar$DateToCalendarConverter","64 B (0 %)","4 (0 %)"
"sun.nio.ch.AllocatedNativeObject","64 B (0 %)","2 (0 %)"
"org.apache.catalina.mapper.Mapper$ContextVersion","64 B (0 %)","1 (0 %)"
"java.lang.invoke.BoundMethodHandle$Species_LLLLLLLLL","64 B (0 %)","1 (0 %)"
"javax.management.remote.rmi.RMIConnectorServer","64 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.annotation.JsonFormat$Shape[]","64 B (0 %)","1 (0 %)"
"org.springframework.format.datetime.standard.DateTimeFormatterRegistrar$Type[]","64 B (0 %)","2 (0 %)"
"org.springframework.format.datetime.DateFormatterRegistrar$LongToDateConverter","64 B (0 %)","4 (0 %)"
"org.thymeleaf.standard.processor.StandardDefaultAttributesTagProcessor","64 B (0 %)","2 (0 %)"
"org.springframework.context.annotation.ConfigurationClassPostProcessor","64 B (0 %)","1 (0 %)"
"com.sun.proxy.$Proxy7","64 B (0 %)","4 (0 %)"
"org.springframework.core.type.classreading.CachingMetadataReaderFactory$LocalResourceCache","64 B (0 %)","1 (0 %)"
"java.net.SocksSocketImpl","64 B (0 %)","1 (0 %)"
"com.sun.proxy.$Proxy40","64 B (0 %)","4 (0 %)"
"com.sun.proxy.$Proxy37","64 B (0 %)","4 (0 %)"
"org.springframework.beans.factory.annotation.Autowire[]","64 B (0 %)","2 (0 %)"
"org.springframework.web.servlet.mvc.ParameterizableViewController","64 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.databind.ser.std.NumberSerializers$DoubleSerializer","64 B (0 %)","2 (0 %)"
"java.lang.ClassValue$Entry","64 B (0 %)","2 (0 %)"
"org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties","64 B (0 %)","1 (0 %)"
"java.util.logging.LogManager$RootLogger","64 B (0 %)","1 (0 %)"
"org.thymeleaf.spring5.dialect.SpringStandardDialect","64 B (0 %)","1 (0 %)"
"java.lang.invoke.VarHandleLongs$FieldInstanceReadWrite","64 B (0 %)","2 (0 %)"
"org.springframework.web.servlet.resource.PathResourceResolver","64 B (0 %)","2 (0 %)"
"org.springframework.expression.spel.standard.SpelExpressionParser","64 B (0 %)","4 (0 %)"
"com.fasterxml.jackson.datatype.jdk8.Jdk8Serializers","64 B (0 %)","4 (0 %)"
"javax.management.remote.rmi.RMIConnectionImpl","64 B (0 %)","1 (0 %)"
"sun.nio.ch.PollArrayWrapper","64 B (0 %)","2 (0 %)"
"java.lang.invoke.MethodHandleImpl$Intrinsic[]","64 B (0 %)","1 (0 %)"
"org.springframework.context.annotation.ConditionEvaluator$ConditionContextImpl","64 B (0 %)","2 (0 %)"
"org.springframework.web.method.annotation.ModelMethodProcessor","64 B (0 %)","4 (0 %)"
"org.apache.catalina.LifecycleState[]","64 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.web.ServerProperties$Undertow","64 B (0 %)","1 (0 %)"
"org.springframework.format.datetime.DateFormatterRegistrar$CalendarToDateConverter","64 B (0 %)","4 (0 %)"
"java.util.concurrent.ScheduledThreadPoolExecutor$DelayedWorkQueue","64 B (0 %)","2 (0 %)"
"org.thymeleaf.engine.TextElementName","64 B (0 %)","2 (0 %)"
"org.apache.tomcat.util.threads.TaskThreadFactory","64 B (0 %)","2 (0 %)"
"org.thymeleaf.cache.StandardCache","64 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.datatype.jdk8.Jdk8Deserializers","64 B (0 %)","4 (0 %)"
"org.springframework.context.annotation.ScopedProxyMode[]","64 B (0 %)","2 (0 %)"
"org.apache.catalina.valves.ErrorReportValve","56 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.jackson.JacksonProperties","56 B (0 %)","1 (0 %)"
"org.apache.catalina.webresources.DirResourceSet","56 B (0 %)","1 (0 %)"
"java.util.concurrent.ConcurrentHashMap$ValueIterator","56 B (0 %)","1 (0 %)"
"org.springframework.asm.Label","56 B (0 %)","1 (0 %)"
"org.springframework.boot.task.TaskExecutorBuilder","56 B (0 %)","1 (0 %)"
"jdk.internal.org.objectweb.asm.Label","56 B (0 %)","1 (0 %)"
"org.thymeleaf.engine.DocType","56 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.thymeleaf.ThymeleafProperties","56 B (0 %)","1 (0 %)"
"java.nio.file.StandardOpenOption[]","56 B (0 %)","1 (0 %)"
"org.thymeleaf.standard.processor.StandardAltTitleTagProcessor","56 B (0 %)","1 (0 %)"
"java.util.logging.LogManager","56 B (0 %)","1 (0 %)"
"org.apache.catalina.webresources.Cache","56 B (0 %)","1 (0 %)"
"org.thymeleaf.standard.processor.StandardLangXmlLangTagProcessor","56 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.web.ResourceProperties$Cache$Cachecontrol","56 B (0 %)","1 (0 %)"
"org.thymeleaf.spring5.SpringTemplateEngine","56 B (0 %)","1 (0 %)"
"org.thymeleaf.spring5.processor.SpringValueTagProcessor","56 B (0 %)","1 (0 %)"
"org.springframework.boot.web.embedded.tomcat.LazySessionIdGenerator","56 B (0 %)","1 (0 %)"
"org.apache.tomcat.util.modeler.NoDescriptorRegistry$PassthroughMBean","56 B (0 %)","1 (0 %)"
"jdk.internal.ref.CleanerImpl$SoftCleanableRef","56 B (0 %)","1 (0 %)"
"org.apache.tomcat.util.net.NioSelectorPool","56 B (0 %)","1 (0 %)"
"org.apache.catalina.util.StandardSessionIdGenerator","56 B (0 %)","1 (0 %)"
"org.springframework.context.annotation.ComponentScan$Filter[]","56 B (0 %)","3 (0 %)"
"java.io.ObjectInputFilter$Config$Global","56 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.datatype.jsr310.ser.OffsetDateTimeSerializer","56 B (0 %)","1 (0 %)"
"int[][]","56 B (0 %)","1 (0 %)"
"org.apache.tomcat.util.threads.TaskQueue","56 B (0 %)","1 (0 %)"
"java.text.Format[]","56 B (0 %)","1 (0 %)"
"org.springframework.web.servlet.view.ContentNegotiatingViewResolver","56 B (0 %)","1 (0 %)"
"org.springframework.util.StopWatch","56 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.datatype.jsr310.ser.ZonedDateTimeSerializer","56 B (0 %)","1 (0 %)"
"org.springframework.web.servlet.view.InternalResourceView","56 B (0 %)","1 (0 %)"
"java.lang.Runnable[]","56 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.datatype.jsr310.ser.InstantSerializer","56 B (0 %)","1 (0 %)"
"org.apache.tomcat.util.modeler.NoDescriptorRegistry","56 B (0 %)","1 (0 %)"
"java.lang.invoke.BoundMethodHandle$Specializer","56 B (0 %)","1 (0 %)"
"org.springframework.expression.spel.support.StandardEvaluationContext","56 B (0 %)","1 (0 %)"
"org.apache.tomcat.util.scan.StandardJarScanFilter","56 B (0 %)","1 (0 %)"
"java.net.InetAddress[]","56 B (0 %)","2 (0 %)"
"org.springframework.core.Constants","48 B (0 %)","2 (0 %)"
"org.apache.tomcat.util.modeler.AttributeInfo","48 B (0 %)","1 (0 %)"
"org.springframework.expression.TypedValue","48 B (0 %)","2 (0 %)"
"org.thymeleaf.spring5.processor.SpringHrefTagProcessor","48 B (0 %)","1 (0 %)"
"org.springframework.core.convert.support.ArrayToArrayConverter","48 B (0 %)","2 (0 %)"
"org.apache.tomcat.util.net.AbstractEndpoint$Handler$SocketState[]","48 B (0 %)","1 (0 %)"
"java.time.format.DateTimeFormatterBuilder$StringLiteralPrinterParser","48 B (0 %)","3 (0 %)"
"java.util.TreeSet","48 B (0 %)","3 (0 %)"
"sun.reflect.generics.scope.ConstructorScope","48 B (0 %)","2 (0 %)"
"sun.util.resources.TimeZoneNames","48 B (0 %)","1 (0 %)"
"org.springframework.boot.logging.logback.ExtendedWhitespaceThrowableProxyConverter","48 B (0 %)","1 (0 %)"
"org.springframework.boot.context.properties.source.PropertyMapper[]","48 B (0 %)","2 (0 %)"
"org.thymeleaf.spring5.processor.SpringActionTagProcessor","48 B (0 %)","1 (0 %)"
"org.springframework.boot.web.servlet.server.Encoding$Type","48 B (0 %)","2 (0 %)"
"org.apache.catalina.WebResource[]","48 B (0 %)","2 (0 %)"
"com.sun.beans.introspect.PropertyInfo$Name[]","48 B (0 %)","1 (0 %)"
"org.apache.catalina.core.StandardContextValve","48 B (0 %)","1 (0 %)"
"java.net.SocketPermissionCollection","48 B (0 %)","2 (0 %)"
"org.springframework.web.servlet.mvc.condition.ConsumesRequestCondition","48 B (0 %)","2 (0 %)"
"org.springframework.core.task.SimpleAsyncTaskExecutor","48 B (0 %)","1 (0 %)"
"sun.util.locale.provider.LocaleServiceProviderPool","48 B (0 %)","2 (0 %)"
"org.springframework.core.env.PropertiesPropertySource","48 B (0 %)","2 (0 %)"
"com.sun.management.VMOption$Origin[]","48 B (0 %)","1 (0 %)"
"sun.nio.cs.StreamDecoder","48 B (0 %)","1 (0 %)"
"ch.qos.logback.classic.encoder.PatternLayoutEncoder","48 B (0 %)","1 (0 %)"
